,0
2021-01-11,17167.87378342441
2021-01-12,17352.318432167085
2021-01-13,17327.430387809785
2021-01-14,17298.98155973056
2021-01-15,17185.474733329804
2021-01-19,17379.967451072724
2021-01-20,17479.213491416962
2021-01-21,17382.24757764438
2021-01-22,17678.712179161103
2021-01-25,17748.635108924896
2021-01-26,17661.839225746186
2021-01-27,17542.296333061247
2021-01-28,17522.622297035246
2021-01-29,17274.503400764497
2021-02-01,17341.131554420503
2021-02-02,17387.253424461396
2021-02-03,17483.39891129306
2021-02-04,17579.828188713105
2021-02-05,17702.878540809663
2021-02-08,17983.653262425454
2021-02-09,17994.05669431785
2021-02-10,17841.81410245994
2021-02-11,17771.70677407554
2021-02-12,17750.577377636942
2021-02-16,17599.033539738688
2021-02-17,17507.31408881858
2021-02-18,17370.999236104046
2021-02-19,17547.0725727053
2021-02-22,17216.997747418434
2021-02-23,17048.406866101297
2021-02-24,17195.171813435587
2021-02-25,16747.65558283714
2021-02-26,16667.914412907634
2021-03-01,16949.83678496269
2021-03-02,16808.953465107952
2021-03-03,16673.96945990661
2021-03-04,16525.94873258117
2021-03-05,16478.051546301875
2021-03-08,16467.584207739863
2021-03-09,16711.89862462524
2021-03-10,16832.871214118037
2021-03-11,17033.514700140986
2021-03-12,17142.377437796626
2021-03-15,17168.156827010185
2021-03-16,16957.333330847774
2021-03-17,17021.792140757592
2021-03-18,16931.024799143823
2021-03-19,16923.470008646997
2021-03-22,16885.237415654214
2021-03-23,16669.25150692848
2021-03-24,16446.70246070579
2021-03-25,16500.90047782615
2021-03-26,16743.73968070701
2021-03-29,16759.13098853782
2021-03-30,16725.178691327128
2021-03-31,16808.705716450724
2021-04-01,16907.321900685343
2021-04-05,17091.494111378703
2021-04-06,17002.50181706718
2021-04-07,17023.283200581584
2021-04-08,17071.623765309367
2021-04-09,17122.062722523726
2021-04-12,17042.598363240275
2021-04-13,17045.822217305216
2021-04-14,16985.30031493095
2021-04-15,17084.143015889204
2021-04-16,17117.951525715864
2021-04-19,17017.61564740471
2021-04-20,16947.69279005913
2021-04-21,16978.46458614067
2021-04-22,16860.347963215867
2021-04-23,16969.357744099656
2021-04-26,17030.188203694383
2021-04-27,16991.85734737114
2021-04-28,16978.894426228562
2021-04-29,17068.273286702195
2021-04-30,17025.834627034223
2021-05-03,16989.697908284226
2021-05-04,16854.901033284226
2021-05-05,16798.71086299614
2021-05-06,16876.02018916801
2021-05-07,16930.382692219773
2021-05-10,16663.31016796211
2021-05-11,16643.53766506294
2021-05-12,16362.684605584182
2021-05-13,16473.90934084419
2021-05-14,16623.895626450576
2021-05-17,16736.260445023574
2021-05-18,16626.78755017952
2021-05-19,16551.446706978837
2021-05-20,16601.339151589433
2021-05-21,16547.637903420487
2021-05-24,16684.04137250618
2021-05-25,16639.614660470048
2021-05-26,16689.35992643074
2021-05-27,16765.920854775468
2021-05-28,16768.718401162187
2021-06-01,16809.18729993538
2021-06-02,16805.007406441728
2021-06-03,16736.616899697343
2021-06-04,16806.804533211747
2021-06-07,16788.69126825432
2021-06-08,16779.55133752922
2021-06-09,16748.030638295215
2021-06-10,16797.206808644336
2021-06-11,16759.37695327477
2021-06-14,16845.711540371936
2021-06-15,16779.423011570972
2021-06-16,16729.91327646355
2021-06-17,16835.393668919605
2021-06-18,16743.302459507984
2021-06-21,16789.006988316578
2021-06-22,16884.959739476246
2021-06-23,16897.695724278492
2021-06-24,16883.278376790087
2021-06-25,16827.253230305712
2021-06-28,17009.39497299675
2021-06-29,17035.368148045578
